timestamp,message
Timestamp,Message
19:26:48,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,9,15,21,229,8.41,""}"
19:27:48,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,9,15,21,229,2.49,""}"
19:28:48,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,9,15,21,296,2.60,""}"
19:29:49,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,9,15,21,229,2.31,""}"
19:30:49,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,9,15,21,229,0.60,""}"
19:31:49,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,9,15,21,228,2.29,""}"
19:32:50,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,9,15,21,230,1.91,""}"
19:33:50,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,9,15,21,296,2.18,""}"
19:34:50,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,9,15,21,296,0.86,""}"
19:35:50,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,9,15,21,205,3.18,""}"
19:36:51,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,9,15,21,227,2.98,""}"
19:37:51,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,9,15,21,205,3.16,""}"
19:38:51,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,227,2.67,""}"
19:39:52,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,228,2.89,""}"
19:40:52,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,228,2.71,""}"
19:41:52,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,229,2.69,""}"
19:42:52,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,251,4.87,""}"
19:43:53,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,228,2.82,""}"
19:44:53,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,229,1.80,""}"
19:45:53,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,251,0.06,""}"
19:46:54,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,251,0.13,""}"
19:47:54,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,228,0.00,""}"
19:48:54,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,228,3.47,""}"
19:49:54,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,298,4.07,""}"
19:50:55,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,228,1.35,""}"
19:51:55,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,228,1.44,""}"
19:52:55,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,228,3.64,""}"
19:53:56,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,228,3.58,""}"
19:54:56,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,296,2.84,""}"
19:55:56,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,296,1.02,""}"
19:56:57,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,297,0.95,""}"
19:57:57,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,297,1.60,""}"
19:58:57,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,297,2.91,""}"
19:59:57,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,298,1.89,""}"
20:0:58,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,296,5.07,""}"
20:1:58,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,297,2.60,""}"
20:2:58,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,298,3.71,""}"
20:3:59,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,295,3.69,""}"
20:4:59,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,205,4.87,""}"
20:5:59,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,273,4.11,""}"
20:6:59,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,274,4.27,""}"
20:8:0,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,297,4.42,""}"
20:9:0,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,227,5.45,""}"
20:10:0,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,296,3.71,""}"
20:11:1,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,296,4.89,""}"
20:12:1,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,296,0.00,""}"
20:13:1,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,296,0.00,""}"
20:14:1,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,296,0.00,""}"
20:15:2,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,296,0.00,""}"
20:16:2,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,298,0.00,""}"
20:17:2,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,296,3.98,""}"
20:18:3,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,229,4.65,""}"
20:19:3,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,229,1.06,""}"
20:20:3,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,227,1.62,""}"
20:21:3,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,8,14,19,205,4.98,""}"
20:22:4,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,1,3,5,227,2.98,""}"
20:23:4,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,1,3,5,251,1.95,""}"
20:24:4,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,1,3,5,251,2.98,""}"
20:25:5,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,2,5,7,250,2.04,""}"
20:26:5,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,2,5,7,320,4.62,""}"
20:27:5,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,2,5,7,298,2.29,""}"
20:28:5,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,3,7,10,298,2.67,""}"
20:29:6,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,3,7,10,296,3.22,""}"
20:30:6,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,3,7,10,229,3.62,""}"
20:31:6,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,27,3,7,10,230,3.84,""}"
20:32:7,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,27,3,7,10,228,3.73,""}"
20:33:7,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,3,7,10,205,3.53,""}"
20:34:7,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,27,3,7,10,229,5.67,""}"
20:35:7,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,27,3,7,10,228,3.69,""}"
20:36:8,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,27,3,7,10,251,4.38,""}"
20:37:8,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,3,6,9,228,1.98,""}"
20:38:8,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,27,3,6,9,252,2.73,""}"
20:39:9,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,27,3,6,9,228,2.47,""}"
20:40:9,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,27,2,5,7,228,2.80,""}"
20:41:9,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,27,2,5,7,227,2.87,""}"
20:42:9,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,27,2,5,7,250,1.20,""}"
20:43:10,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,27,3,6,9,229,1.15,""}"
20:44:10,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,27,3,6,9,251,3.09,""}"
20:45:10,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,27,3,6,9,251,3.80,""}"
20:46:11,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,27,3,6,9,228,4.07,""}"
20:47:11,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,27,3,6,9,228,1.93,""}"
20:48:11,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,27,3,6,9,227,4.71,""}"
20:49:11,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,27,2,5,7,228,3.13,""}"
20:50:12,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,27,2,5,7,228,2.18,""}"
20:51:12,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,27,2,5,7,228,1.46,""}"
20:52:12,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,27,3,7,10,227,2.67,""}"
20:53:13,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,27,3,7,10,228,3.71,""}"
20:54:13,"{""id"": ""7d80e4e0"",""data"": ""ht120av|76,27,3,7,10,227,0.62,""}"
20:55:13,"{""id"": ""7d80e4e0"",""data"": ""ht120av|76,27,3,6,9,251,0.26,""}"
20:56:13,"{""id"": ""7d80e4e0"",""data"": ""ht120av|76,27,3,6,9,250,3.13,""}"
20:57:14,"{""id"": ""7d80e4e0"",""data"": ""ht120av|76,27,3,6,9,251,3.00,""}"
20:58:14,"{""id"": ""7d80e4e0"",""data"": ""ht120av|76,27,3,7,10,297,1.18,""}"
20:59:14,"{""id"": ""7d80e4e0"",""data"": ""ht120av|76,27,3,7,10,250,3.49,""}"
21:0:15,"{""id"": ""7d80e4e0"",""data"": ""ht120av|76,27,3,7,10,227,4.49,""}"
21:1:15,"{""id"": ""7d80e4e0"",""data"": ""ht120av|76,27,2,5,7,251,3.04,""}"
21:2:15,"{""id"": ""7d80e4e0"",""data"": ""ht120av|76,27,2,5,7,229,0.00,""}"
21:3:15,"{""id"": ""7d80e4e0"",""data"": ""ht120av|76,27,2,5,7,228,2.69,""}"
21:4:16,"{""id"": ""7d80e4e0"",""data"": ""ht120av|76,27,3,6,9,252,2.29,""}"
21:5:16,"{""id"": ""7d80e4e0"",""data"": ""ht120av|76,27,3,6,9,228,0.04,""}"
21:6:16,"{""id"": ""7d80e4e0"",""data"": ""ht120av|76,27,3,6,9,273,1.58,""}"
