timestamp,message
Timestamp,Message
14:19:51,"{""id"": ""7d80e4e0"",""data"": ""ht120av|60,32,11,19,26,160,0.44,""}"
14:20:51,"{""id"": ""7d80e4e0"",""data"": ""ht120av|61,32,11,19,26,182,0.37,""}"
14:21:51,"{""id"": ""7d80e4e0"",""data"": ""ht120av|61,32,11,19,26,204,0.00,""}"
14:22:52,"{""id"": ""7d80e4e0"",""data"": ""ht120av|63,32,11,19,26,182,0.00,""}"
14:23:52,"{""id"": ""7d80e4e0"",""data"": ""ht120av|64,32,11,19,26,229,0.51,""}"
14:24:52,"{""id"": ""7d80e4e0"",""data"": ""ht120av|62,32,11,19,26,182,0.00,""}"
14:25:53,"{""id"": ""7d80e4e0"",""data"": ""ht120av|63,32,11,19,26,182,0.00,""}"
14:26:53,"{""id"": ""7d80e4e0"",""data"": ""ht120av|63,32,11,19,26,228,0.00,""}"
14:27:53,"{""id"": ""7d80e4e0"",""data"": ""ht120av|62,32,11,19,26,182,0.00,""}"
14:28:53,"{""id"": ""7d80e4e0"",""data"": ""ht120av|62,32,11,19,26,205,0.00,""}"
14:29:54,"{""id"": ""7d80e4e0"",""data"": ""ht120av|62,32,11,19,26,205,0.00,""}"
14:30:54,"{""id"": ""7d80e4e0"",""data"": ""ht120av|62,32,11,19,26,183,0.00,""}"
14:31:54,"{""id"": ""7d80e4e0"",""data"": ""ht120av|62,32,11,19,26,228,0.00,""}"
14:32:55,"{""id"": ""7d80e4e0"",""data"": ""ht120av|62,32,11,19,26,182,0.00,""}"
14:33:55,"{""id"": ""7d80e4e0"",""data"": ""ht120av|63,32,11,19,26,182,0.00,""}"
14:34:55,"{""id"": ""7d80e4e0"",""data"": ""ht120av|64,32,11,19,26,204,0.00,""}"
14:35:56,"{""id"": ""7d80e4e0"",""data"": ""ht120av|64,32,11,19,26,205,0.00,""}"
14:36:56,"{""id"": ""7d80e4e0"",""data"": ""ht120av|64,32,11,19,26,205,0.00,""}"
14:37:56,"{""id"": ""7d80e4e0"",""data"": ""ht120av|64,32,11,19,26,205,0.00,""}"
14:38:56,"{""id"": ""7d80e4e0"",""data"": ""ht120av|63,32,11,19,26,182,0.00,""}"
14:39:57,"{""id"": ""7d80e4e0"",""data"": ""ht120av|63,32,11,19,26,251,0.00,""}"
14:40:57,"{""id"": ""7d80e4e0"",""data"": ""ht120av|63,32,11,19,26,273,0.00,""}"
14:41:57,"{""id"": ""7d80e4e0"",""data"": ""ht120av|65,32,11,19,26,273,0.00,""}"
14:42:58,"{""id"": ""7d80e4e0"",""data"": ""ht120av|64,32,11,19,26,182,0.00,""}"
14:43:58,"{""id"": ""7d80e4e0"",""data"": ""ht120av|65,32,11,19,26,252,0.00,""}"
14:44:58,"{""id"": ""7d80e4e0"",""data"": ""ht120av|65,32,11,19,26,272,0.00,""}"
14:45:59,"{""id"": ""7d80e4e0"",""data"": ""ht120av|64,32,11,19,26,273,0.00,""}"
14:46:59,"{""id"": ""7d80e4e0"",""data"": ""ht120av|64,31,11,19,26,274,0.00,""}"
14:47:59,"{""id"": ""7d80e4e0"",""data"": ""ht120av|64,31,11,19,26,228,0.00,""}"
14:48:59,"{""id"": ""7d80e4e0"",""data"": ""ht120av|64,31,11,19,26,273,0.00,""}"
14:50:0,"{""id"": ""7d80e4e0"",""data"": ""ht120av|64,31,11,19,26,273,0.00,""}"
14:51:0,"{""id"": ""7d80e4e0"",""data"": ""ht120av|64,31,11,19,26,228,0.00,""}"
14:52:0,"{""id"": ""7d80e4e0"",""data"": ""ht120av|65,31,11,19,26,228,0.00,""}"
14:53:1,"{""id"": ""7d80e4e0"",""data"": ""ht120av|65,31,11,19,26,182,0.00,""}"
14:54:1,"{""id"": ""7d80e4e0"",""data"": ""ht120av|65,31,11,19,26,228,0.00,""}"
14:55:1,"{""id"": ""7d80e4e0"",""data"": ""ht120av|65,31,11,19,26,182,0.00,""}"
14:56:2,"{""id"": ""7d80e4e0"",""data"": ""ht120av|65,31,11,19,26,228,0.00,""}"
14:57:2,"{""id"": ""7d80e4e0"",""data"": ""ht120av|65,31,11,19,26,204,0.00,""}"
14:58:2,"{""id"": ""7d80e4e0"",""data"": ""ht120av|65,31,11,19,26,182,0.00,""}"
14:59:2,"{""id"": ""7d80e4e0"",""data"": ""ht120av|65,31,11,19,26,228,0.00,""}"
15:0:3,"{""id"": ""7d80e4e0"",""data"": ""ht120av|65,31,11,19,26,228,0.00,""}"
15:1:3,"{""id"": ""7d80e4e0"",""data"": ""ht120av|66,31,11,19,26,228,0.00,""}"
15:2:3,"{""id"": ""7d80e4e0"",""data"": ""ht120av|65,31,11,19,26,251,0.00,""}"
15:3:4,"{""id"": ""7d80e4e0"",""data"": ""ht120av|65,31,11,19,26,204,0.00,""}"
15:4:4,"{""id"": ""7d80e4e0"",""data"": ""ht120av|65,31,11,19,26,205,0.00,""}"
15:5:4,"{""id"": ""7d80e4e0"",""data"": ""ht120av|65,31,11,19,26,205,0.00,""}"
15:6:5,"{""id"": ""7d80e4e0"",""data"": ""ht120av|65,31,11,19,26,205,0.00,""}"
15:7:5,"{""id"": ""7d80e4e0"",""data"": ""ht120av|65,31,11,19,26,205,0.00,""}"
15:8:5,"{""id"": ""7d80e4e0"",""data"": ""ht120av|65,31,11,19,26,227,0.00,""}"
15:9:5,"{""id"": ""7d80e4e0"",""data"": ""ht120av|65,30,11,19,26,205,0.00,""}"
15:10:6,"{""id"": ""7d80e4e0"",""data"": ""ht120av|65,30,11,19,26,205,0.00,""}"
15:11:6,"{""id"": ""7d80e4e0"",""data"": ""ht120av|66,30,11,19,26,251,0.00,""}"
15:12:6,"{""id"": ""7d80e4e0"",""data"": ""ht120av|67,30,11,19,26,228,0.00,""}"
15:13:7,"{""id"": ""7d80e4e0"",""data"": ""ht120av|66,30,11,19,26,227,0.00,""}"
15:14:7,"{""id"": ""7d80e4e0"",""data"": ""ht120av|66,30,11,19,26,205,0.00,""}"
15:15:7,"{""id"": ""7d80e4e0"",""data"": ""ht120av|66,30,11,19,26,227,0.00,""}"
15:16:8,"{""id"": ""7d80e4e0"",""data"": ""ht120av|66,30,11,19,26,204,0.00,""}"
15:17:8,"{""id"": ""7d80e4e0"",""data"": ""ht120av|66,30,11,19,26,205,0.00,""}"
15:18:8,"{""id"": ""7d80e4e0"",""data"": ""ht120av|66,30,11,19,26,205,0.00,""}"
15:19:8,"{""id"": ""7d80e4e0"",""data"": ""ht120av|66,30,11,19,26,251,0.00,""}"
15:20:9,"{""id"": ""7d80e4e0"",""data"": ""ht120av|66,30,11,19,26,319,0.00,""}"
15:21:9,"{""id"": ""7d80e4e0"",""data"": ""ht120av|67,30,11,19,26,227,0.00,""}"
15:22:9,"{""id"": ""7d80e4e0"",""data"": ""ht120av|66,30,11,19,26,227,0.00,""}"
15:23:10,"{""id"": ""7d80e4e0"",""data"": ""ht120av|65,30,11,19,26,228,0.00,""}"
15:24:10,"{""id"": ""7d80e4e0"",""data"": ""ht120av|65,30,11,19,26,227,0.00,""}"
15:25:10,"{""id"": ""7d80e4e0"",""data"": ""ht120av|65,30,11,19,26,205,0.00,""}"
15:26:11,"{""id"": ""7d80e4e0"",""data"": ""ht120av|65,30,11,19,26,252,0.00,""}"
15:27:11,"{""id"": ""7d80e4e0"",""data"": ""ht120av|65,30,11,19,26,251,0.00,""}"
15:28:11,"{""id"": ""7d80e4e0"",""data"": ""ht120av|66,30,11,19,26,251,0.00,""}"
15:29:11,"{""id"": ""7d80e4e0"",""data"": ""ht120av|67,30,11,19,26,228,0.00,""}"
15:30:12,"{""id"": ""7d80e4e0"",""data"": ""ht120av|66,30,11,19,26,206,0.00,""}"
15:31:12,"{""id"": ""7d80e4e0"",""data"": ""ht120av|67,30,11,19,26,182,0.00,""}"
15:32:12,"{""id"": ""7d80e4e0"",""data"": ""ht120av|67,30,11,19,26,205,0.00,""}"
15:33:13,"{""id"": ""7d80e4e0"",""data"": ""ht120av|67,30,11,19,26,204,0.00,""}"
15:34:13,"{""id"": ""7d80e4e0"",""data"": ""ht120av|68,29,11,19,26,205,0.00,""}"
15:35:13,"{""id"": ""7d80e4e0"",""data"": ""ht120av|67,29,11,19,26,206,0.00,""}"
15:36:14,"{""id"": ""7d80e4e0"",""data"": ""ht120av|68,29,11,19,26,205,0.00,""}"
15:37:14,"{""id"": ""7d80e4e0"",""data"": ""ht120av|68,29,11,19,26,205,0.00,""}"
15:38:14,"{""id"": ""7d80e4e0"",""data"": ""ht120av|68,29,11,19,26,205,0.00,""}"
15:39:14,"{""id"": ""7d80e4e0"",""data"": ""ht120av|69,29,11,19,26,206,0.00,""}"
15:40:15,"{""id"": ""7d80e4e0"",""data"": ""ht120av|68,29,11,19,26,205,0.00,""}"
15:41:15,"{""id"": ""7d80e4e0"",""data"": ""ht120av|68,29,11,19,26,205,0.02,""}"
15:42:15,"{""id"": ""7d80e4e0"",""data"": ""ht120av|68,30,11,19,26,182,0.00,""}"
15:43:16,"{""id"": ""7d80e4e0"",""data"": ""ht120av|69,30,11,19,26,229,0.00,""}"
15:44:16,"{""id"": ""7d80e4e0"",""data"": ""ht120av|69,30,11,19,26,204,0.00,""}"
15:45:16,"{""id"": ""7d80e4e0"",""data"": ""ht120av|69,30,11,19,26,205,0.00,""}"
15:46:17,"{""id"": ""7d80e4e0"",""data"": ""ht120av|69,30,11,19,26,205,0.00,""}"
15:47:17,"{""id"": ""7d80e4e0"",""data"": ""ht120av|69,30,11,19,26,206,0.00,""}"
15:48:17,"{""id"": ""7d80e4e0"",""data"": ""ht120av|69,30,11,19,26,205,0.00,""}"
15:49:17,"{""id"": ""7d80e4e0"",""data"": ""ht120av|69,30,11,19,26,204,0.00,""}"
15:50:18,"{""id"": ""7d80e4e0"",""data"": ""ht120av|70,30,11,19,26,207,0.00,""}"
15:51:18,"{""id"": ""7d80e4e0"",""data"": ""ht120av|70,30,11,19,26,205,0.00,""}"
15:52:18,"{""id"": ""7d80e4e0"",""data"": ""ht120av|70,30,11,19,26,205,0.00,""}"
15:53:19,"{""id"": ""7d80e4e0"",""data"": ""ht120av|70,30,11,19,26,206,0.20,""}"
15:54:19,"{""id"": ""7d80e4e0"",""data"": ""ht120av|70,30,11,19,26,206,0.00,""}"
15:55:19,"{""id"": ""7d80e4e0"",""data"": ""ht120av|70,30,11,19,26,205,0.00,""}"
15:56:19,"{""id"": ""7d80e4e0"",""data"": ""ht120av|70,30,11,19,26,205,0.00,""}"
15:57:20,"{""id"": ""7d80e4e0"",""data"": ""ht120av|70,30,11,19,26,205,0.00,""}"
15:58:20,"{""id"": ""7d80e4e0"",""data"": ""ht120av|70,30,11,19,26,205,0.00,""}"
15:59:20,"{""id"": ""7d80e4e0"",""data"": ""ht120av|70,30,11,19,26,206,0.00,""}"
16:0:21,"{""id"": ""7d80e4e0"",""data"": ""ht120av|70,30,11,19,26,205,0.00,""}"
16:1:21,"{""id"": ""7d80e4e0"",""data"": ""ht120av|70,30,11,19,26,205,0.00,""}"
16:2:21,"{""id"": ""7d80e4e0"",""data"": ""ht120av|71,29,11,19,26,205,0.00,""}"
16:3:22,"{""id"": ""7d80e4e0"",""data"": ""ht120av|70,29,11,19,26,205,0.00,""}"
16:4:22,"{""id"": ""7d80e4e0"",""data"": ""ht120av|71,29,11,19,26,205,0.00,""}"
16:5:22,"{""id"": ""7d80e4e0"",""data"": ""ht120av|71,29,11,19,26,205,0.00,""}"
16:6:22,"{""id"": ""7d80e4e0"",""data"": ""ht120av|71,29,11,19,26,205,0.00,""}"
16:7:23,"{""id"": ""7d80e4e0"",""data"": ""ht120av|71,29,11,19,26,205,0.00,""}"
16:8:23,"{""id"": ""7d80e4e0"",""data"": ""ht120av|71,29,11,19,26,204,0.00,""}"
16:9:23,"{""id"": ""7d80e4e0"",""data"": ""ht120av|71,29,11,19,26,206,0.00,""}"
16:10:24,"{""id"": ""7d80e4e0"",""data"": ""ht120av|71,29,11,19,26,206,0.00,""}"
16:11:24,"{""id"": ""7d80e4e0"",""data"": ""ht120av|71,29,11,19,26,205,0.00,""}"
16:12:24,"{""id"": ""7d80e4e0"",""data"": ""ht120av|72,29,11,19,26,205,0.00,""}"
16:13:25,"{""id"": ""7d80e4e0"",""data"": ""ht120av|72,29,11,19,26,204,0.00,""}"
16:14:25,"{""id"": ""7d80e4e0"",""data"": ""ht120av|72,29,11,19,26,205,0.00,""}"
16:15:25,"{""id"": ""7d80e4e0"",""data"": ""ht120av|72,29,11,19,26,205,0.00,""}"
16:16:25,"{""id"": ""7d80e4e0"",""data"": ""ht120av|72,29,11,19,26,205,0.00,""}"
16:17:26,"{""id"": ""7d80e4e0"",""data"": ""ht120av|72,29,11,19,26,205,0.00,""}"
16:18:26,"{""id"": ""7d80e4e0"",""data"": ""ht120av|72,29,11,19,26,205,0.00,""}"
16:19:26,"{""id"": ""7d80e4e0"",""data"": ""ht120av|72,29,11,19,26,206,0.00,""}"
16:20:27,"{""id"": ""7d80e4e0"",""data"": ""ht120av|73,29,11,19,26,205,0.00,""}"
16:21:27,"{""id"": ""7d80e4e0"",""data"": ""ht120av|73,29,11,19,26,204,0.00,""}"
16:22:27,"{""id"": ""7d80e4e0"",""data"": ""ht120av|73,29,11,19,26,204,0.00,""}"
16:23:27,"{""id"": ""7d80e4e0"",""data"": ""ht120av|73,29,11,19,26,205,0.00,""}"
16:24:28,"{""id"": ""7d80e4e0"",""data"": ""ht120av|73,29,11,19,26,205,0.00,""}"
16:25:28,"{""id"": ""7d80e4e0"",""data"": ""ht120av|73,29,11,19,26,206,0.00,""}"
16:26:28,"{""id"": ""7d80e4e0"",""data"": ""ht120av|73,29,11,19,26,205,0.00,""}"
16:27:29,"{""id"": ""7d80e4e0"",""data"": ""ht120av|73,29,11,19,26,205,0.00,""}"
16:28:29,"{""id"": ""7d80e4e0"",""data"": ""ht120av|73,29,11,19,26,204,0.00,""}"
16:29:29,"{""id"": ""7d80e4e0"",""data"": ""ht120av|73,29,11,19,26,205,0.00,""}"
16:30:30,"{""id"": ""7d80e4e0"",""data"": ""ht120av|73,29,11,19,26,205,0.00,""}"
16:31:30,"{""id"": ""7d80e4e0"",""data"": ""ht120av|73,29,11,19,26,205,0.00,""}"
16:32:30,"{""id"": ""7d80e4e0"",""data"": ""ht120av|73,29,11,19,26,205,0.00,""}"
16:33:30,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,29,11,19,26,207,0.00,""}"
16:34:31,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,29,11,19,26,205,0.00,""}"
16:35:31,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,11,19,26,205,0.00,""}"
16:36:31,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,11,19,26,205,0.00,""}"
16:37:32,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,11,19,26,204,0.00,""}"
16:38:32,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,11,19,26,204,0.00,""}"
16:39:32,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,11,19,26,205,0.00,""}"
16:40:32,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,11,19,26,205,0.00,""}"
16:41:33,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,11,19,26,205,0.00,""}"
16:42:33,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,11,19,26,205,0.00,""}"
16:43:33,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,11,19,26,205,0.00,""}"
16:44:34,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,11,19,26,206,0.00,""}"
16:45:34,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,11,19,26,205,0.00,""}"
16:46:34,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,11,19,26,205,0.00,""}"
16:47:35,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,11,19,26,204,0.00,""}"
16:48:35,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,11,19,26,205,0.00,""}"
16:49:35,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,11,19,26,205,0.00,""}"
16:50:35,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,11,19,26,182,0.00,""}"
16:51:36,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,6,10,14,205,0.00,""}"
16:52:36,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,6,10,14,205,0.00,""}"
16:53:36,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,6,10,14,205,0.00,""}"
16:54:37,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,5,9,13,205,0.00,""}"
16:55:37,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,5,9,13,204,0.00,""}"
16:56:37,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,5,9,13,205,0.00,""}"
16:57:37,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,5,10,14,205,0.00,""}"
16:58:38,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,5,10,14,205,0.00,""}"
16:59:38,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,5,10,14,205,0.00,""}"
17:0:38,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,5,10,14,206,0.00,""}"
17:1:39,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,5,10,14,228,0.00,""}"
17:2:39,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,5,10,14,205,0.00,""}"
17:3:39,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,5,10,14,228,0.00,""}"
17:4:40,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,5,10,14,205,0.00,""}"
17:5:40,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,5,10,14,204,0.00,""}"
17:6:40,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,5,10,14,204,0.00,""}"
17:7:40,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,5,10,14,205,0.00,""}"
17:8:41,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,5,10,14,205,0.00,""}"
17:9:41,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,5,10,14,206,0.00,""}"
17:10:41,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,5,10,14,205,0.00,""}"
17:11:42,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,5,10,14,205,0.00,""}"
17:12:42,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,5,10,13,205,0.00,""}"
17:13:42,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,5,10,13,205,0.00,""}"
17:14:42,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,5,10,13,205,0.00,""}"
17:15:43,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,5,9,13,205,0.00,""}"
17:16:43,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,5,9,13,206,0.00,""}"
17:17:43,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,5,9,13,205,0.00,""}"
17:18:44,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,10,18,26,205,0.00,""}"
17:19:44,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,28,10,18,26,207,0.00,""}"
17:20:44,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,28,10,18,26,205,0.00,""}"
17:21:45,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,28,88,95,112,205,0.00,""}"
17:22:45,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,28,88,95,112,205,0.00,""}"
17:23:45,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,88,95,112,205,0.00,""}"
17:24:45,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,210,220,227,205,0.00,""}"
17:25:46,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,210,220,227,205,0.00,""}"
17:26:46,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,210,220,227,205,0.00,""}"
17:27:46,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,210,220,227,205,0.00,""}"
17:28:47,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,210,220,227,205,0.00,""}"
17:29:47,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,210,220,227,205,0.00,""}"
17:30:47,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,210,220,227,206,0.00,""}"
17:31:48,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,210,220,227,205,0.00,""}"
17:32:48,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,210,220,227,205,0.00,""}"
17:33:48,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,210,220,227,205,0.00,""}"
17:34:49,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,210,220,227,206,0.00,""}"
17:35:49,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,210,220,227,205,0.00,""}"
17:36:49,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,210,220,227,207,0.00,""}"
17:37:50,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,210,220,227,228,0.00,""}"
17:38:50,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,210,220,227,251,0.00,""}"
17:39:50,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,210,220,227,250,0.00,""}"
17:40:50,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,28,210,220,227,250,0.00,""}"
17:41:51,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,28,210,220,227,228,0.00,""}"
17:42:51,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,28,210,220,227,204,0.00,""}"
17:43:51,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,28,210,220,227,205,0.00,""}"
17:44:52,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,210,220,227,204,0.00,""}"
17:45:52,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,210,220,227,205,0.00,""}"
17:46:52,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,210,220,227,205,0.00,""}"
17:47:53,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,28,210,220,227,205,0.00,""}"
17:48:53,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,28,210,220,227,206,0.00,""}"
17:49:53,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,28,210,220,227,205,0.00,""}"
17:50:54,"{""id"": ""7d80e4e0"",""data"": ""ht120av|74,27,210,220,227,205,0.00,""}"
17:51:54,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,27,7,12,17,204,0.00,""}"
17:52:54,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,27,7,12,17,206,0.00,""}"
17:53:54,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,27,7,12,17,205,0.00,""}"
17:54:55,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,27,6,11,16,204,0.00,""}"
17:55:55,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,27,6,11,16,205,0.00,""}"
17:56:55,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,27,6,11,16,207,0.00,""}"
17:57:56,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,27,5,9,13,205,0.00,""}"
17:58:56,"{""id"": ""7d80e4e0"",""data"": ""ht120av|75,27,5,9,13,206,0.00,""}"
17:59:56,"{""id"": ""7d80e4e0"",""data"": ""ht120av|76,27,5,9,13,205,0.00,""}"
18:0:56,"{""id"": ""7d80e4e0"",""data"": ""ht120av|76,27,7,12,17,205,0.00,""}"
18:1:57,"{""id"": ""7d80e4e0"",""data"": ""ht120av|77,27,7,12,17,205,0.00,""}"
18:2:57,"{""id"": ""7d80e4e0"",""data"": ""ht120av|77,27,7,12,17,205,0.00,""}"
18:3:57,"{""id"": ""7d80e4e0"",""data"": ""ht120av|78,26,11,19,27,205,0.00,""}"
18:4:58,"{""id"": ""7d80e4e0"",""data"": ""ht120av|78,26,11,19,27,205,0.00,""}"
18:5:58,"{""id"": ""7d80e4e0"",""data"": ""ht120av|78,26,11,19,27,204,0.00,""}"
18:6:58,"{""id"": ""7d80e4e0"",""data"": ""ht120av|79,26,10,16,23,205,0.00,""}"
18:7:59,"{""id"": ""7d80e4e0"",""data"": ""ht120av|79,26,10,16,23,205,0.00,""}"
18:8:59,"{""id"": ""7d80e4e0"",""data"": ""ht120av|79,26,10,16,23,205,0.00,""}"
18:9:59,"{""id"": ""7d80e4e0"",""data"": ""ht120av|79,26,8,13,19,205,0.00,""}"
18:10:59,"{""id"": ""7d80e4e0"",""data"": ""ht120av|79,26,8,13,19,204,0.00,""}"
18:12:0,"{""id"": ""7d80e4e0"",""data"": ""ht120av|79,26,8,13,19,205,0.00,""}"
18:13:0,"{""id"": ""7d80e4e0"",""data"": ""ht120av|80,26,8,15,21,205,0.00,""}"
18:14:0,"{""id"": ""7d80e4e0"",""data"": ""ht120av|80,26,8,15,21,205,0.00,""}"
18:15:1,"{""id"": ""7d80e4e0"",""data"": ""ht120av|80,26,8,15,21,205,0.00,""}"
18:16:1,"{""id"": ""7d80e4e0"",""data"": ""ht120av|80,26,7,13,18,205,0.00,""}"
18:17:1,"{""id"": ""7d80e4e0"",""data"": ""ht120av|79,26,7,13,18,205,0.00,""}"
18:18:1,"{""id"": ""7d80e4e0"",""data"": ""ht120av|79,26,7,13,18,205,0.00,""}"
18:19:2,"{""id"": ""7d80e4e0"",""data"": ""ht120av|79,26,7,13,18,204,0.00,""}"
18:20:2,"{""id"": ""7d80e4e0"",""data"": ""ht120av|78,26,7,13,18,206,0.00,""}"
18:21:2,"{""id"": ""7d80e4e0"",""data"": ""ht120av|78,26,7,13,18,205,0.00,""}"
18:22:3,"{""id"": ""7d80e4e0"",""data"": ""ht120av|78,26,7,13,19,205,0.00,""}"
18:23:3,"{""id"": ""7d80e4e0"",""data"": ""ht120av|78,26,7,13,19,207,0.00,""}"
18:24:3,"{""id"": ""7d80e4e0"",""data"": ""ht120av|78,26,7,13,19,205,0.00,""}"
18:25:4,"{""id"": ""7d80e4e0"",""data"": ""ht120av|78,26,7,13,19,205,0.00,""}"
18:26:4,"{""id"": ""7d80e4e0"",""data"": ""ht120av|78,26,7,13,19,204,0.00,""}"
18:27:4,"{""id"": ""7d80e4e0"",""data"": ""ht120av|78,26,7,13,19,205,0.00,""}"
18:28:4,"{""id"": ""7d80e4e0"",""data"": ""ht120av|78,26,5,9,13,204,0.00,""}"
18:29:5,"{""id"": ""7d80e4e0"",""data"": ""ht120av|78,26,5,9,13,205,0.00,""}"
18:30:5,"{""id"": ""7d80e4e0"",""data"": ""ht120av|78,26,5,9,13,205,0.00,""}"
18:31:5,"{""id"": ""7d80e4e0"",""data"": ""ht120av|78,26,6,10,14,205,0.00,""}"
18:32:6,"{""id"": ""7d80e4e0"",""data"": ""ht120av|78,26,6,10,14,204,0.00,""}"
18:33:6,"{""id"": ""7d80e4e0"",""data"": ""ht120av|78,26,6,10,14,205,0.00,""}"
18:34:6,"{""id"": ""7d80e4e0"",""data"": ""ht120av|78,26,6,11,16,205,0.00,""}"
18:35:6,"{""id"": ""7d80e4e0"",""data"": ""ht120av|78,26,6,11,16,205,0.00,""}"
18:36:7,"{""id"": ""7d80e4e0"",""data"": ""ht120av|78,26,6,11,16,205,0.00,""}"
18:37:7,"{""id"": ""7d80e4e0"",""data"": ""ht120av|78,26,6,10,14,205,0.00,""}"
18:38:8,"{""id"": ""7d80e4e0"",""data"": ""ht120av|78,26,6,10,14,205,0.00,""}"
